1200,1,0.03
1180,0.79,0.04
1160,0.62,0.08
1140,0.43,0.2
1120,0.3,0.61
1100,0.34,0.99
1080,0.55,1.5
1060,0.81,1.54
1040,0.95,2.3
1020,1.78,2.3
1000,2.49,1.9
980,2.98,1.34
960,2.62,0.45
940,2.3,0.3
920,2.26,0.4
900,2.25,0.3
880,2.16,0.18
860,1.88,0.11
840,1.84,0.09
820,1.8,0.1
800,1.77,0.14
780,1.76,0.13
760,1.73,0.2
740,1.74,0.27
720,1.79,0.19
700,1.73,0.21
680,1.5,0.19
660,1.45,0.16
640,1.46,0.2
620,0.87,0.37
600,0.65,0.7
580,0.6,1.25
560,0.7,1.75
540,1.64,2.36
520,1.93,2.13
500,1.8,1.8
480,2,2.7
460,2.9,2.04
440,3,1.15
420,2.95,1.1
400,3.2,1.25
